ID;ITEMCODE;ITEMNAME;UNITPRICE;CATEGORY1;CATEGORY2;CATEGORY3;CATEGORY4;BRAND
17079;32577;KIRTA.PENSAN MATRIX JEL KALEM MAVI;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17080;32578;PENSAN NEON GEL;1,95;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17081;32579;PENSAN GLITTER-GEL SIMLI KALEM PEMBE;15,744;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17082;32580;GONDOL G285 BOLMELI 3'LU KAVANOZ;6,65;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;KAVANOZ-ERZAK KABI;GONDOL
17083;32583;KARTON KAPAK OKUL DEFTERI A5 80/4;3;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17084;32584;KIRTA.KOMEX 30YP.KC.MZK.DEF.;1,75;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17085;32585;KOMEKS PP KAPAKLI 80YP CIZGILI DEFTER A-4;6,95;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17086;32586;TOMBO VERSATIL ACTIVE 05;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17087;32587;UNO ECCO SOFT 2 LI SARI;0,996;KAGIT;ISLAK MENDIL-HAVLULAR;ISLAK HAVLU;BEYAZ;UNO
17088;32588;RESTOREX SAMP.KURU.YIP. 600ML *18*;9;KOZMETIK;DUS-BANYO;SAMPUANLAR;KREMSIZ SAMPUANLAR;RESTOREX
17089;32589;RESTOREX SAMP.BOYA.SAC.600ML *18*;9;KOZMETIK;DUS-BANYO;SAMPUANLAR;KREMSIZ SAMPUANLAR;RESTOREX
17090;32590;BUYUK BOWLING SETI;18,15;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17091;32592;MIKRO 05 UC;0,75;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17092;32594;SAHIN KAVURMA 90 GR;12,9;ET;ISLENMIS ET;KAVURMA ;PAKET;SAHIN
17093;32595;AVEC H612 HESAP MAKINASI;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17094;32596;AVEC MOUSE M40;10,8;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;AVEC
17095;32597;PANTHER MAKET BIÇAGI B*L218 ;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17096;32604;MEVSIM 500 GR SALAMURA ASMA YAP. *20*;10,45;GIDA;HAZIR YEMEK-KONSERVE-SALCA;TURSU;PAKET ASMA YAPRAGI;MEVSIM
17097;32605;MEVSIM TURSU 370 CC SALATALIK CAM *12*;7;GIDA;HAZIR YEMEK-KONSERVE-SALCA;TURSU;PAKET SALATALIK;MEVSIM
17098;32606;GUZEL YAZI 17X24 KLAVUZLU 32 YP.;1,75;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17099;32607;MUZIK DEFTERI 20X28 20 YP.;2,5;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17100;32608;COLORMAXI A4 SPI. PP K.OKUL DEFTER A4 96/1;0,39;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17101;32618;NERGIS KRISTAL BEYAZ SEKER 5 KG.*50*;21,45;CAY-KAHVE-SEKER;GUNLUK ICECEK;SEKER-TATLANDIRICI;TOZ SEKERLER;NERGIS
17102;32620;NERGIS MERCIMEK KIRMIZI IC 2 KG *7*;13,9;GIDA;BAKLIYAT-MAKARNA;BAKLIYAT;MERCIMEKLER;NERGIS
17103;32626;MAGNUM MP202 VERSATIL K.MAVI;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17104;32627;MAGNUM MP202 VERSATIL BEYAZ;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17105;32628;MAGNUM FINELINER KALEM;2,5;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17106;32630;KUCUK BASKET POTASI;9,25;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17107;32631;SENSODYNE 50 ML PRONAMEL COC.KIDS *12*;25,9;KOZMETIK;AGIZ BAKIM;DIS MACUNLARI;MACUNLAR;SENSODYNE
17108;32632;SENSODYNE 75ML COK YON.KOR+DIS FRC *12*;18,6;KOZMETIK;AGIZ BAKIM;DIS MACUNLARI;MACUNLAR;SENSODYNE
17109;32661;KITAP SENATORUN KARISI;5,76;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17110;32662;ZEHRI KATIL;4,92;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17111;32663;KITAP VATANSIZ - LIBRUM ;12,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17112;32664;SHERLOCK HOLMES KIZIL SACLILAR KULUB.;7,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17113;32665;TARIH BOYUNCA IKI YUZLULER / PANAMA;9,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17114;32666;5. KURBAN;12,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17115;32667;SAVAS VE BARIS / YASON;9,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17116;32668;KAVGAM - TUNA;7,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17117;32669;UMUTSUZ ISIGI;8,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17118;32670;KALPLERIN KESFI / YASON;9,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17119;32671;TUT ELLERIMDEN ASK;8,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17120;32672;KITAP ANNA KARENINA DIONIS ;9,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17121;32673;KITAP DIRILIS & KUMARBAZ - DIONIS ;9,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17122;32674;CALCENE PELIN BLOG SAVASLARI;8,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17123;32675;SEZEN VE SEZER'LE CILGIN HABERLER-YESIL;5,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17124;32676;KITAP JURASSEC MACERASI GIZLI DINAZOR;6,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17125;32677;KITAP GUMUS DEV GIZLI DINAZOR;6,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17126;32678;SONSUZA DUSEN ASK;8,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17127;32679;TUHAFLIKLAR PRENSI;9,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17128;32681;DODO KUSU COSMONUN ADASI SIHIRLI IKSIR;2,5;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17129;32682;KURT TARIHI;8,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17130;32683;MASAL ADASI CILTLI;6,9;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17131;32685;WINX BLOOMUN BALOSU;4,92;EV;KITAP-DERGI-KIRTASIYE;KITAP;KITAPLAR;KITAPLAR
17132;32687;"SNOPY DR-20015.4""-156""SIYAH BLGS.NOTB.CANT.";15,65;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;SNOPY
17133;32688;EVEREST TK-5 LCD-LED SLIM ASKI APARATI;29,75;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;EVEREST
17134;32689;EVEREST SM-293R USB KIRMIZI OPTIK 3D MOUSE;7,5;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;EVEREST
17135;32694;20 LI SUNUM DOSYASI;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17136;32697;PAMELA BAYAN PATIK ;2,35;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PAMELA
17137;32708;REGAL 35X50 RESIM DEFTERI 25 YAPRAK;16,5;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17138;32709;UNIVERSAL SAVASCI;14,5;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17139;32710;OYUNCAK BEZ BEBEK ;41,99;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17140;32712;OYUNCAK PILLI TANK 48 ;5,8;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17141;32716;KUT.6 PCS DOKTOR SET;1,2;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17142;32717;POSETLI RENKLI DAVUL;1,2;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17143;32724;ISTANBUL BEBEKLERI;7,4;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17144;32729;TAK-CIKAR PUZZLE BEN KIMIM 12 PRC.;11,45;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17145;32732;SPIDERMAN KUCUK POTA;24,9;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17146;32758;MESTON TAC COP KOVASI ;35;KARO;KARO;1.KALITE;1.KALITE;KARO
17147;32761;ULKER 117 PETIBOR CIFTE KAV.175 GR*16*;1,2;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;ULKER
17148;32762;ULKER 1905-4 KRIM KRAKER 450 GR *10*;3,7;GIDA;BISKUVI-CEREZ;BISKUVI;KRAKER;ULKER
17149;32763;.ULKER 207-2 KARAMELLI KARE.CIK.70 GR *36*;1,56;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;TABLET CIKOLATA;ULKER
17150;32764;ULKER 231-3 SUTLU NAPOL 33 GR *120*;2,45;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;TABLET CIKOLATA;ULKER
17151;32765;ULKER 260-3 SUTLU TABLET 80 GR *36*;4,6;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;TABLET CIKOLATA;ULKER
17152;32766;ULKER 280-6 A.FIS.INCE TAB.30 GR*100*;0,888;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;TABLET CIKOLATA;ULKER
17153;32767;ULKER 1311-7 COKOMEL SADE 4'LU 48 GR. *30*;1,6;GIDA;BISKUVI-CEREZ;BISKUVI;KAPLAMALI BISKUVI;ULKER
17154;32768;ULKER 324-02 RONDO KREM.CILEK 68,4 GR *24*;1;GIDA;BISKUVI-CEREZ;BISKUVI;KREMALI BISKUVI;ULKER
17155;32769;ULKER 338-1 ALBENI MINI POS 216 GR*12* ;2,88;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BAR VE KAPLAMALILAR;ULKER
17156;32770;ULKER 361-03 ALBENI ATISTIRMALIK 72 GR*24* ;1,95;GIDA;BISKUVI-CEREZ;BISKUVI;KAPLAMALI BISKUVI;ULKER
17157;32771;ULKER 362-3 ALBENI 96 GR TANE TANE*16*;2,004;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BAR VE KAPLAMALILAR;ULKER
17158;32772;ULKER ECE A.FIST. 500 GR. *10*;15,516;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ULKER
17159;32773;ULKER ECE H.CEV. 1000 GR. *6*;32,64;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ULKER
17160;32774;ULKER ECE FIND. 400 GR. *10*;19,9;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ULKER
17161;32775;ULKER  564-4 PIKNIK BISKUVI 70 GR*18*;0,444;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;ULKER
17162;32776;ULKER 622-9 DANKEK CAY SAATI CILEK 280 GR*6*;3,336;GIDA;BISKUVI-CEREZ;KEK;BATON KEK;ULKER
17163;32777;ULKER 663-5 PEKI KAKAO 35 GR*144*;0,36;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ULKER
17164;32778;ULKER 677-07 KEKSTRA CILEK 40 GR *24*;0,65;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ULKER
17165;32779;ULKER 774-1 KEKS.KON.KAK.38 GR*24*;1;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ULKER
17166;32780;ULKER 823-2 DANKEK 8 KEK CILEK 42 GR*24*;0,444;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ULKER
17167;32781;ULKER 795-2 DANKEK CIKOLATALIM 35 GR*180*;0,444;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ULKER
17168;32782;ULKER 788-1 180 GR ISLAK KEK CIKO*12*;2,004;GIDA;BISKUVI-CEREZ;KEK;BATON KEK;ULKER
17169;32783;ULKER 817-3 DANKEK HAV.TARC.35 GR*24*;0,75;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ULKER
17170;32784;SENSODYNE D.MAC 75 ML  WHITE*12*;26,95;KOZMETIK;AGIZ BAKIM;DIS MACUNLARI;MACUNLAR;SENSODYNE
17171;32785;KOLES.BOYA COLOR CONCEALER KIRAZ 200 ML*6*;9,99;KOZMETIK;SAC BAKIM;SAC BOYALARI;KIT BOYALAR;KOLESTON
17172;32786;DOGADAN IHLAMUR CAYI 32 GR *12*;5,46;CAY-KAHVE-SEKER;GAZSIZ ICECEK;CAY;BITKISEL;DOGADAN
17173;32787;DOGADAN TARCIN-KARANFIL CAYI 40 GR*12*;5,46;CAY-KAHVE-SEKER;GAZSIZ ICECEK;CAY;BITKISEL;DOGADAN
17174;32788;DOGADAN YESIL CAY A.C.E. VIT.35 GR *12*;5,46;CAY-KAHVE-SEKER;GAZSIZ ICECEK;CAY;YESIL;DOGADAN
17175;32789;MILUPA APTAMIL 300 GR 4;20,388;BEBEK;HAZIR YEMEK-MAMA;HAZIR COCUK YEMEKLERI;HAZIR MAMALAR;MILUPA
17176;32790;MILUPA APTAMIL  250 GR SUT.ARMT.PORT;8,772;BEBEK;HAZIR YEMEK-MAMA;HAZIR COCUK YEMEKLERI;HAZIR MAMALAR;MILUPA
17177;32792;MILUPA APTAMIL 350 GR 2;62,95;BEBEK;HAZIR YEMEK-MAMA;HAZIR COCUK YEMEKLERI;HAZIR MAMALAR;MILUPA
17178;32793;KOL.SELIN PARF.LAVANTA 180 ML *12*;20,9;KOZMETIK;PARFUM-DEODORANT;KOLONYALAR;PARFUMLU;SELIN
17179;32797;DAPHNE DEFTER 120 YP SPR.KARELI;3,1;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17180;32801;PENTI 20 DEN DIZALTI 500 SIYAH;2,448;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17181;32802;PENTI MERLA KULOTLU COCUK CORAP 6-8;5,784;BEBEK;IC GIYIM;CORAPLAR;COCUK CORAP;PENTI
17182;32803;PENTI MERLA KULOTLU COCUK CORAP 2-3;5,784;BEBEK;IC GIYIM;CORAPLAR;COCUK CORAP;PENTI
17183;32809;BESLENME CANTASI 8603 ;14,75;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17184;32814;YORUK SOSIS 430 GR BUFE *6*;9,45;ET;ISLENMIS ET;SOSIS;PILIC SOSIS;PINAR
17185;32818;OYUNCAK BUYUK OK-YAY SETI;11,6;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17186;32819;OYUNCAK 500 PRC.PUZZLE GARDEN SEA JIN PARK;40,9;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17187;32820;KOMILI SAB.CAPRICE CILEK;1,932;KOZMETIK;DUS-BANYO;KATI SABUNLAR;EL VE YUZ ;KOMILI
17188;32821;KOMILI SIVI SABUN  400ML;4;KOZMETIK;DUS-BANYO;SIVI-JEL SABUNLAR;SIVI;KOMILI
17189;32823;PRT.NEF.SOS CIP.FIS.200 GR PAK*12*;2,088;GIDA;BISKUVI-CEREZ;KURUYEMIS;DIGER KURUYEMIS;NEFISO
17190;32825;FLORA N 061 NETSIL VIDALI SAP;2,16;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;DIGER PLASTIK EV GERECLERI;FLORA
17191;32827;F T 521 METAL RENKLI DONER BAS.SAP ;1,884;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;DIGER PLASTIK EV GERECLERI;FLORA
17192;32830;GEZER KETEN BABET 1305000;9,99;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17193;32831;GEZER PERFORMANCE P.ARASI MERDANE 633800;7,608;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17194;32832;GEZER P. ARASI EVAZENNE;6,84;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17195;32833;GEZER TERLIK ZENNE BABET 6442;12,95;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17196;32834;GEZER TERLIK ZENNE BABET 6476;8,46;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17197;32835;GEZER TERLIK FILET TRASLI 6489000;5,892;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17198;32836;GEZER TERLIK ZENNE TRASLI 6496000;6,756;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17199;32837;GEZER TERLIK FILET TRASLI 6528;6,9;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17200;32838;GEZER TERLIK ZILEY ZENNE D.NOK.767.01;5,04;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17201;32839;GEZER YAZLIK KETTEN KIZ BEBE AYAK*12 -1461.00.0 ;13,9;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17202;32840;GEZER YAZLIK KETTEN ERKEK BEBE AYAK*12 -1469.00.0 ;13,9;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17203;32841;GEZER TERLIK ZENNE UC CICEKLI 6657;9,65;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17204;32842;GEZER NİHAL BABET ZENNEGA2YZM.01503.00;19,4;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17205;32843;GEZER AYAKKABI HAVA FILET BABET 1505;11,04;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17206;32844;GEZER DORT NOKTA MERDANE TERLIK*12-6834.00.0 ;10,9;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17207;32845;GEZER FIYONKLU 6837-6995-6381-6603;8,304;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17208;32846;GEZER NEOKLASIK PATIK KIZ GT1YPM.06861.00;9,65;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17209;32847;GEZER TERLIK MERDANE;0;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17210;32848;GEZER 7202 KELEBEK KAYROKA CICEKLI BEBE *12* ;22,9;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17211;32849;GEZER MERDANE FLİP FLOP GT5YMF.07273.00;13,9;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17212;32850;GEZER ZENNEGT1YZM.07569.00;16,62;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17213;32851;GEZER PATIKGT1YPM.07585.00;8,304;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
17214;32853;SUTAS HUPTRIK 3*40 GR*70*;0,96;SUT;DONDURMA-SUTLU TATLI;SUTLU TATLILAR;MEYVELI;SUTAS
17215;32862;GURALLAR 3 LU KAHVALTI SETI;9,45;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;DIGER SERVIS GERECLERI;GURALLAR
17216;32863;GURAL 12 LI CAY BARDAGI;7,1;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CAM CAY BARDAGI;GURAL
17217;32864;GURALLAR ARGOS 60 CAM KASE;4,2;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CEREZLIK VE KASELER;GURALLAR
17218;32865;GURALLAR MST 243 MASTER CAM KASE;9;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CEREZLIK VE KASELER;GURALLAR
17219;32866;GURAL SLN71 CAY TABAK 6 LI;5,7;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CAM ALTLIKLAR;GURAL
17220;32868;GURAL ARG62 4 LU KAHVALTI SETI;5,22;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;DIGER SERVIS GERECLERI;GURAL
17221;32869;LAV INCI CAY SETI 2665 SEKERLIK HED.;13,75;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;SET;PASA BAHCE
17222;32870;HALK SUT SISE 1500 ML *6*;2,472;KAHVALTILIK;SUT-YOGURT-PEYNIR;SUT;SADE;HALK
17223;32871;ULKER ICIM SUT  200 ML BALL.VAN*27*;0,936;KAHVALTILIK;SUT-YOGURT-PEYNIR;SUT;MEYVELI;ULKER
17224;32872;ULKER ICIM TOZ PUDING.125 GR MUZLU*36*;1,092;GIDA;UNLU MAMUL-TATLI;PASTA MALZEMELERI;PUDING;ULKER
17225;32873;ICIMINO SUT 6X200 ML CILEK *4*;8,9;KAHVALTILIK;SUT-YOGURT-PEYNIR;SUT;MEYVELI;ICIM
17226;32874;ICIM KREM PEYNIR 200 GR LABNE *10*;7,3;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;KREM PEYNIRLER;ICIM
17227;32886;SEV TASI NATUREL ;35;KARO;KARO;1.KALITE;1.KALITE;KARO
17228;32891;MESTON TEK KULELI AHSAP OYUN GRUBU;35;KARO;KARO;1.KALITE;1.KALITE;KARO
17229;32895;NERGIS KOCBASI NOHUT 2 KG *7*;13,7;GIDA;BAKLIYAT-MAKARNA;BAKLIYAT;NOHUTLAR;NERGIS
17230;32896;PRT.JOLLY CIKOLATA;1,5;SUT;DONDURMA-SUTLU TATLI;DONDURMALAR;KAPLI;KARDA
17231;32898;GULPAS SPR BLOKNOT 11*15 KARELI;4,75;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17232;32902;ELISI KAGIDI 10 RENK KARISIK ;3;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17233;32904;SLEEPY JUMBO 4 NO MAXI 30'LU *5*;27,9;BEBEK;BEBE MALZEMELERI;COCUK BEZLERI;STANDART PAKET;SLEEPY
17234;32905;SUN SC-295 SILIKON YUM.FIRCASI;4,55;TEMIZLIK;EV GERECLERI;EV PLASTIK GERECLERI;PLASTIK;SUN
17235;32906;SUN SC-441 NEON SEBZE SOYACAK;3,35;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;SOYUCU;SUN
17236;32907;CEO NOT DEFTERI;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17237;32908;GUNES KIZ COCUK ATLET NO7;1,26;BEBEK;TEKSTIL-GIYIM-AKSESUAR;CAMASIRLAR;COCUK CAMASIR;GUNES
17238;32910;PALMIYE BUGDAY YAGI                   ;3,9;KOZMETIK;KISISEL BAKIM;CILT BAKIM;YAGLAR;PALMIYE
17239;32911;PARTI TABANCA OK;0,9;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17240;32912;OK YAY TUFEK SET;12,6;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17241;32913;OYUNCAK UZI SETI K60  ;9,95;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17242;32914;OYUNCAK BORSA ENDEKS GRUP OYUNU;9,25;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17243;32915;OYUNCAK 200 PRC.PUZZLE CHERRY CATS;22,45;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17244;32916;OYUNCAK 200 PARCA PUZZLE ATATURK;22,45;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17245;32917;OYUNCAK 1000 PRC.PUZZLE ATATURK VE BAYRAK;55,75;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17246;32918;KOMILI EL SABUNU 100 GR NAR OZU;7,14;KOZMETIK;DUS-BANYO;KATI SABUNLAR;EL VE YUZ ;KOMILI
